Year,Rank,Country,Dance_Type,Category_Standardized,Division,Studio_Name_Clean,Team_Name_Clean
2018,3,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Dancin Bluebonnets,Dancin’ Bluebonnets
2017,4,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,The Vision Dance Center,The Vision Dance Center
2018,4,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Champion Legacy,Champion Legacy – Senior Contemporary
2018,4,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Dance Dynamics,Dance Dynamics – Senior Contemporary
2017,5,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Dancer'S Edge Studio,Dancer'S Edge Studio
2017,6,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Champion Legacy,Champion Legacy - Seniors
2018,6,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Star Steppers Dance,Star Steppers
2017,7,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Starz Dance Academy,Starz Dance Academy
2018,7,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Powerworx Dance,Powerworx Dance – Senior Lyrical
2017,8,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Dance Etc,Dance Etc Inc- Senior Elite
2018,8,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,5678! Dance Studio,5678! Dance Studio – Senior All Stars
2017,9,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,5678! Dance Studio,5-6-7-8
2018,9,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Music City All Stars,Music City All Stars
2017,10,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Music City All Stars,Music City All Stars- Senior Lyrical
2018,10,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Brookfield Dance Academy | Brookfield Center For The Arts,Brookfield Center For The Arts
2017,11,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Velocity Dance,Velocity Dance- Platinum
2017,12,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Danzforce Academy Ca,Danzforce Academy - Senior Elite
2017,13,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,The Pulse Dance Studio,The Pulse Dance Studio- Pulse Elite
2017,14,USA,Contemporary/Lyrical,Senior Contemporary/Lyrical,Senior,Brookfield Dance Academy | Brookfield Center For The Arts,Brookfield Center For The Arts
2019,1,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dancer'S Edge Studio,Dancer'S Edge Studio - Senior Large Contemporary
2019,2,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Dance Dynamics,Dance Dynamics - Senior Contemporary
2019,3,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,The Vision Dance Center,The Vision Dance Center - Senior Allstars
2019,4,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Mt. Eden Ballet Company,Mt Eden Ballet Academy - Slcl
2019,5,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Star Steppers Dance,Star Steppers - Stars Steppers Dance
2019,6,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Music City All Stars,Music City All Stars - Slcl
2019,7,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Champion Legacy,Champion Legacy - Slcl
2019,8,USA,Contemporary/Lyrical,Senior Large Contemporary/Lyrical,Senior,Powerworx Dance,Powerworx Dance - Team Radiant
2019,1,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancer'S Edge Studio,Dancer'S Edge Studio - Senior Small Contemporary
2019,2,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin Bluebonnets,Dancin' Bluebonnets - Senior Contemporary
2019,3,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Star Steppers Dance,Star Steppers - Star Steppers Dance
2019,4,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Precisions,Dance Precisions - Dream State
2019,5,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Dynamics,Dance Dynamics - Senior Contemporary
2019,6,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,South Coast Freestyle,South Coast Freestyle - Sscl
2019,7,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dancin' With Roxie,Dancin' With Roxie
2019,8,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Mt. Eden Ballet Company,Mt Eden Ballet Academy - Sscl
2019,9,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Power Of Dance Llc,Power Of Dance - Polaris - Keep You Safe
2019,10,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,5678! Dance Studio,5678! Dance Studio - Senior All Stars
2019,11,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Dance Etc Ky,Dance Etc Inc - Senior Elite Small
2019,12,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Foursis Dance Academy Dazzlers,Foursis Dance Academy - Dazzler Dance Team
2019,13,USA,Contemporary/Lyrical,Senior Small Contemporary/Lyrical,Senior,Golden Motion,Golden Motion Elite - Sscl
2015,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Champion Legacy,Champion Legacy
2016,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Extreme All Stars | Florida,Extreme All Stars
2017,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Dollhouse Dance Factory,Dollhouse Dance Factory
2018,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Pride All Stars,Pittsburgh Pride All Stars – Coalition
2019,1,USA,Hip Hop,Senior Large Hip Hop,Senior,Dollhouse Dance Factory,Dollhouse Dance Factory - Hustle
2015,2,USA,Hip Hop,Senior Large Hip Hop,Senior,South Jersey Storm,South Jersey Storm - Whirlwind
2016,2,USA,Hip Hop,Senior Large Hip Hop,Senior,Perfection Cheer Gym,Perfection All Stars - Eminence
2017,2,USA,Hip Hop,Senior Large Hip Hop,Senior,Star Performance Centre,Star Performance Centre
2018,2,USA,Hip Hop,Senior Large Hip Hop,Senior,Star Performance Centre,Star Performance Centre – Senior Large All Girl
2019,2,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison All Stars - Black Widows
2015,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Extreme All Stars | Florida,Extreme All Stars
2016,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Legendary Athletics North (Fl),Legendary Athletics
2017,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison All Stars
2018,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Dollhouse Dance Factory,Dollhouse Dance Factory – Sirens
2019,3,USA,Hip Hop,Senior Large Hip Hop,Senior,Champion Legacy,Champion Legacy - Slhh
2015,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Legendary Athletics North,Legendary Athletics
2016,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison - Black Widows
2017,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Ultimate Allstars Main Location,Ultimate Allstars
2018,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Champion Legacy,Champion Legacy – Large Hip Hop
2019,4,USA,Hip Hop,Senior Large Hip Hop,Senior,Legendary Athletics North,Legendary Athletics - Slhh
2015,5,USA,Hip Hop,Senior Large Hip Hop,Senior,Star Performance Centre,Star Performance Centre
2016,5,USA,Hip Hop,Senior Large Hip Hop,Senior,Victory Vipers,Victory Vipers - Stellar
2017,5,USA,Hip Hop,Senior Large Hip Hop,Senior,Music City All Stars,Music City All Stars
2018,5,USA,Hip Hop,Senior Large Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison All Stars – Black Widows
2019,5,USA,Hip Hop,Senior Large Hip Hop,Senior,Premier Athletics,Premier Athletics - Northern Kentucky - Onyx
2015,6,USA,Hip Hop,Senior Large Hip Hop,Senior,The Vision Dance Center,The Vision Dance Center
2016,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Champion Legacy,Champion Legacy
2016,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Music City All Stars,Music City Allstars
2017,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Premier Athletics - Clayton Shockers,Premiere Athletics- Clayton
2018,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Thunder Elite,Thunder Elite – Royal-T
2019,6,USA,Hip Hop,Senior Large Hip Hop,Senior,Premier Athletics,Premier Athletics - Clayton - Scorpius
2015,7,USA,Hip Hop,Senior Large Hip Hop,Senior,Colegio San Ignacio,Colegio San Ignacio
2017,7,USA,Hip Hop,Senior Large Hip Hop,Senior,Victory Vipers,Victory Vipers
2019,7,USA,Hip Hop,Senior Large Hip Hop,Senior,Ultimate Dance & Cheer,Ultimate Dance & Cheer - Sapphire
2015,1,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics North,Legendary Athletics
2016,1,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics North (Fl),Legendary Athletics
2017,1,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics North,Legendary Athletics
2018,1,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Pride All Stars,Pittsburgh Pride All Stars – Ambush
2019,1,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics North,Legendary Athletics - Sshh
2015,2,USA,Hip Hop,Senior Small Hip Hop,Senior,Prismatic,Prismatic
2016,2,USA,Hip Hop,Senior Small Hip Hop,Senior,Jordan Johnson Productions,Jordan Johnson Productions - Fierce Kids
2017,2,USA,Hip Hop,Senior Small Hip Hop,Senior,Champion Legacy,Champion Legacy
2018,2,USA,Hip Hop,Senior Small Hip Hop,Senior,Legendary Athletics North,Legendary Athletics – Senior Elite
2019,2,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Pride All Stars,Pittsburgh Pride All Stars - Ambush
2015,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Premier Athletics - Clayton Shockers,Premier Athletics - Clayton Shockers - Senior Big Diprz
2016,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Eastern Washington Elite | House Of 509,Eastern Washington Elite - House Of 509
2017,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Xtreme Dance (California),Xtreme Dance
2018,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison All Stars – Nyah
2019,3,USA,Hip Hop,Senior Small Hip Hop,Senior,Next Level Dance Co,Next Level Dance Co - Goddesses
2015,4,USA,Hip Hop,Senior Small Hip Hop,Senior,(Dup)Valley Cheer And Dance,Eastern Washington Elite
2016,4,USA,Hip Hop,Senior Small Hip Hop,Senior,Bellevue Performance Dance Academy - Senior Black,Bellvue Performance Dance - Senior Black
2017,4,USA,Hip Hop,Senior Small Hip Hop,Senior,Strut Performing Arts,Strut Performing Arts
2018,4,USA,Hip Hop,Senior Small Hip Hop,Senior,Xtreme Dance,Xtreme Dance
2019,4,USA,Hip Hop,Senior Small Hip Hop,Senior,Xtreme Dance,Xtreme Dance - Sshh
2015,5,USA,Hip Hop,Senior Small Hip Hop,Senior,La Royal Crew,La Royal Crew
2016,5,USA,Hip Hop,Senior Small Hip Hop,Senior,Strut Performing Arts,Strut Performing Arts
2017,5,USA,Hip Hop,Senior Small Hip Hop,Senior,South Jersey Storm,South Jersey Storm
2018,5,USA,Hip Hop,Senior Small Hip Hop,Senior,Strut Performing Arts,Strut Performing Arts – Senior Hip Hop
2019,5,USA,Hip Hop,Senior Small Hip Hop,Senior,Imperial Athletics,Imperial Athletics - Stellar
2015,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison - Black Widows
2016,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Xtreme Dance,Xtreme Dance
2017,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Top Gun All Stars Main Location Miami,Top Gun All Stars
2018,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Dollhouse Dance Factory,Dollhouse Dance Factory – Bad And Boujee
2019,6,USA,Hip Hop,Senior Small Hip Hop,Senior,Tune Ups,Tune Ups Allstars - Sshh
2015,7,USA,Hip Hop,Senior Small Hip Hop,Senior,Strut Performing Arts,Strut Performing Arts
2016,7,USA,Hip Hop,Senior Small Hip Hop,Senior,Dynamite Gym,Dynamite Gym - Lady Reigns
2017,7,USA,Hip Hop,Senior Small Hip Hop,Senior,Dollhouse Dance Factory,Dollhouse Dance Factory
2018,7,USA,Hip Hop,Senior Small Hip Hop,Senior,Ultimate Allstars Main Location,Ultimate Allstars – Red Thunder
2019,7,USA,Hip Hop,Senior Small Hip Hop,Senior,Strut Performing Arts,Strut Performing Arts - Sshh
2015,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Bellevue Performance Dance Academy - Senior Black,Bellevue Performance Dance Academy - Black Hip Hop
2016,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Pride All Stars,Pittsburgh Pride - Pulse
2016,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Raevin Dance Factory,Raevin Dance Factory - Dance Factory Elite
2017,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Laredo All American All-Stars,Laredo All American
2018,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Dsf All Star,Dsf – Dsf Brilliants Sr
2019,8,USA,Hip Hop,Senior Small Hip Hop,Senior,Tigercubs Allstars,Tigercubs All-Stars Elite - Sshh
2015,9,USA,Hip Hop,Senior Small Hip Hop,Senior,Footnotes Fusion,Footnotes Dance Studio
2016,9,USA,Hip Hop,Senior Small Hip Hop,Senior,Footnotes Fusion,Footnotes Fusion - Baddiez
2017,9,USA,Hip Hop,Senior Small Hip Hop,Senior,Express All Stars,Express Allstars
2018,9,USA,Hip Hop,Senior Small Hip Hop,Senior,Imperial Athletics,Imperial Athletics – Stellar
2019,9,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Poison,Pittsburgh Poison All Stars - Nyah
2015,10,USA,Hip Hop,Senior Small Hip Hop,Senior,Pittsburgh Pride All Stars,Pittsburgh Pride All Stars - Pulse
2016,10,USA,Hip Hop,Senior Small Hip Hop,Senior,Peak Athletics,Peak Athletics - Sabres
2017,10,USA,Hip Hop,Senior Small Hip Hop,Senior,Midwest Cheer Elite,Midwest Cheer Elite
2018,10,USA,Hip Hop,Senior Small Hip Hop,Senior,Champion Legacy,Champion Legacy – Small Senior Hip Hop
2019,10,USA,Hip Hop,Senior Small Hip Hop,Senior,Dollhouse Dance Factory,Dollhouse Dance Factory - Hype
2016,11,USA,Hip Hop,Senior Small Hip Hop,Senior,Star Performance Centre,Star Performance Centre
2017,11,USA,Hip Hop,Senior Small Hip Hop,Senior,Premier Athletics Nky,Premiere Athletics Nky
2019,11,USA,Hip Hop,Senior Small Hip Hop,Senior,Danzforce Academy Tx,Danzforce Academy - Senior Elite
2016,12,USA,Hip Hop,Senior Small Hip Hop,Senior,Legacy Elite - Texas,"Legacy Elite Athletics - Black Dance ""Coal Diggaz"""
2017,12,USA,Hip Hop,Senior Small Hip Hop,Senior,Peak Athletics,Peak Athletics
2019,12,USA,Hip Hop,Senior Small Hip Hop,Senior,Footnotes Fusion,Footnotes Dance Studio - Footnotes Fusion
2019,13,USA,Hip Hop,Senior Small Hip Hop,Senior,Premier Athletics,Premier Athletics - Clayton - Big Diprz
2015,1,USA,Jazz,Senior Jazz,Senior,Dancer'S Edge Studio,Dancers Edge - Sr Silver Jazz
2015,2,USA,Jazz,Senior Jazz,Senior,Dancin Bluebonnets,Dancin Bluebonnets
2015,3,USA,Jazz,Senior Jazz,Senior,Pace Elite,Pace Elite
2015,4,USA,Jazz,Senior Jazz,Senior,Energizers Dance Team,Energizers Dance Team
2015,5,USA,Jazz,Senior Jazz,Senior,The Vision Dance Center,The Vision Dance Center
2015,6,USA,Jazz,Senior Jazz,Senior,Star Performance Centre,Star Performance Centre
2015,7,USA,Jazz,Senior Jazz,Senior,Music City All Stars,Music City All Stars
2015,8,USA,Jazz,Senior Jazz,Senior,Dance Mania,Dance Mania
2015,9,USA,Jazz,Senior Jazz,Senior,Dancer'S Edge Studio,Dancers Edge - Sr Blue Jazz
2015,10,USA,Jazz,Senior Jazz,Senior,Champion Legacy,Champion Legacy
2016,1,USA,Jazz,Senior Large Jazz,Senior,Dancer'S Edge Studio,Dancer'S Edge Studio
2017,1,USA,Jazz,Senior Large Jazz,Senior,Dance Dynamics,Dane Dynamics
2018,1,USA,Jazz,Senior Large Jazz,Senior,Dancer'S Edge Studio,Dancer’S Edge Studio – Senior Large Jazz
2019,1,USA,Jazz,Senior Large Jazz,Senior,Dancer'S Edge Studio,Dancer'S Edge Studio - Slj
2016,2,USA,Jazz,Senior Large Jazz,Senior,Dance Dynamics,Dance Dynamics
2017,2,USA,Jazz,Senior Large Jazz,Senior,The Vision Dance Center,The Vision Dance Center
2018,2,USA,Jazz,Senior Large Jazz,Senior,Dancin Bluebonnets,Dancin’ Blue Bonnets
2019,2,USA,Jazz,Senior Large Jazz,Senior,Dance Dynamics,Dance Dynamics - Slj
2016,3,USA,Jazz,Senior Large Jazz,Senior,Music City All Stars,Music City Allstars
2017,3,USA,Jazz,Senior Large Jazz,Senior,Star Performance Centre,Star Performance Centre
2018,3,USA,Jazz,Senior Large Jazz,Senior,Dance Dynamics,Dance Dynamics – Senior Large Jazz
2019,3,USA,Jazz,Senior Large Jazz,Senior,Wing Dance Promotion,Wing Dance Promotion - Silver Wings Aile
2016,4,USA,Jazz,Senior Large Jazz,Senior,Ohio Valley All-Stars,Ohio Valley All-Stars
2017,4,USA,Jazz,Senior Large Jazz,Senior,Pace Elite,Pace Elite
2018,4,USA,Jazz,Senior Large Jazz,Senior,The Vision Dance Center,The Vision Dance Center
2019,4,USA,Jazz,Senior Large Jazz,Senior,Studio L Allstars,Studio L Dance Co. - Varsity
2016,5,USA,Jazz,Senior Large Jazz,Senior,The Vision Dance Center,The Vision Dance Center
2017,5,USA,Jazz,Senior Large Jazz,Senior,Music City All Stars,Music City All Stars
2018,5,USA,Jazz,Senior Large Jazz,Senior,Music City All Stars,Music City All Stars
2019,5,USA,Jazz,Senior Large Jazz,Senior,Star Performance Centre,Star Performance Centre - Slj
2016,6,USA,Jazz,Senior Large Jazz,Senior,Starz Dance Academy,Starz Dance Academy
2017,6,USA,Jazz,Senior Large Jazz,Senior,Dance Precisions,Dance Precisions
2018,6,USA,Jazz,Senior Large Jazz,Senior,Star Performance Centre,Star Performance Centre – Senior Large Jazz
2016,1,USA,Jazz,Senior Small Jazz,Senior,Pace Elite,Pace Elite
2017,1,USA,Jazz,Senior Small Jazz,Senior,Dancer'S Edge Studio,Dancer'S Edge Studio- Senior Small Jazz
2018,1,USA,Jazz,Senior Small Jazz,Senior,Champion Legacy,Champion Legacy – Sr Jazz
2019,1,USA,Jazz,Senior Small Jazz,Senior,Dance Mania,Dance Mania - Ssj
2016,2,USA,Jazz,Senior Small Jazz,Senior,The Vision Dance Center,The Vision Dance Center
2017,2,USA,Jazz,Senior Small Jazz,Senior,Dancin Bluebonnets,Dancin Bluebonnets
2018,2,USA,Jazz,Senior Small Jazz,Senior,The Vision Dance Center,The Vision Dance Center
2019,2,USA,Jazz,Senior Small Jazz,Senior,Dancin Bluebonnets,Dancin' Bluebonnets - Ssj
2016,3,USA,Jazz,Senior Small Jazz,Senior,Dancin Bluebonnets,Dancin' Bluebonnets
2017,3,USA,Jazz,Senior Small Jazz,Senior,The Vision Dance Center,The Vision Dance Center
2018,3,USA,Jazz,Senior Small Jazz,Senior,Dance Mania,Dance Mania
2019,3,USA,Jazz,Senior Small Jazz,Senior,The Vision Dance Center,The Vision Dance Center - Senior Allstars
2016,4,USA,Jazz,Senior Small Jazz,Senior,South Coast Freestyle,South Coast Freestyle
2017,4,USA,Jazz,Senior Small Jazz,Senior,Champion Legacy,Champion Legacy
2018,4,USA,Jazz,Senior Small Jazz,Senior,Music City All Stars,Music City All Stars
2019,4,USA,Jazz,Senior Small Jazz,Senior,Champion Legacy,Champion Legacy - Ssj
2016,5,USA,Jazz,Senior Small Jazz,Senior,Music City All Stars,Music City All Stars
2017,5,USA,Jazz,Senior Small Jazz,Senior,Pace Elite,Pace Elite
2018,5,USA,Jazz,Senior Small Jazz,Senior,South Coast Freestyle,South Coast Freestyle – Sweet Dreams
2019,5,USA,Jazz,Senior Small Jazz,Senior,Dance Dynamics,Dance Dynamics - Ssj
2016,6,USA,Jazz,Senior Small Jazz,Senior,Dance Mania,Dance Mania All-Stars
2017,6,USA,Jazz,Senior Small Jazz,Senior,Dance Mania,Dance Mania
2018,6,USA,Jazz,Senior Small Jazz,Senior,Star Steppers Dance,Star Steppers
2019,6,USA,Jazz,Senior Small Jazz,Senior,South Coast Freestyle,South Coast Freestyle - Ssj
2016,7,USA,Jazz,Senior Small Jazz,Senior,Champion Legacy,Champion Legacy
2017,7,USA,Jazz,Senior Small Jazz,Senior,South Coast Freestyle,South Coast Freestyle- Diana
2018,7,USA,Jazz,Senior Small Jazz,Senior,Goddesses Dance Team - Goddesses,Goddesses Dance Team
2019,7,USA,Jazz,Senior Small Jazz,Senior,Star Steppers Dance,Star Steppers - Ssj
2016,8,USA,Jazz,Senior Small Jazz,Senior,Star Performance Centre,Star Performance Centre
2017,8,USA,Jazz,Senior Small Jazz,Senior,Mt. Eden Ballet Company,Mt. Eden Ballet Academy
2018,8,USA,Jazz,Senior Small Jazz,Senior,Energizers Dance Team,Energizers
2019,8,USA,Jazz,Senior Small Jazz,Senior,Foursis Dance Academy Dazzlers,Foursis Dance Academy - Dazzler Dance Team
2016,9,USA,Jazz,Senior Small Jazz,Senior,Brookfield Dance Academy | Brookfield Center For The Arts,Brookfield Dance Academy
2017,9,USA,Jazz,Senior Small Jazz,Senior,5678! Dance Studio,5-6-7-8 Senior All Stars
2018,9,USA,Jazz,Senior Small Jazz,Senior,5678! Dance Studio,5678! Dance Studio – Senior All Stars
2019,9,USA,Jazz,Senior Small Jazz,Senior,Peak Athletics,Peak Athletics - Feel Again
2016,10,USA,Jazz,Senior Small Jazz,Senior,5678! Dance Studio,5678! Dance Studio
2017,10,USA,Jazz,Senior Small Jazz,Senior,Brookfield Dance Academy | Brookfield Center For The Arts,Brookfield Center For The Arts
2018,10,USA,Jazz,Senior Small Jazz,Senior,Nrg All Stars,Nrg Studios – Nrg All Stars
2019,10,USA,Jazz,Senior Small Jazz,Senior,Dancin' With Roxie,Dancin' With Roxie
2016,11,USA,Jazz,Senior Small Jazz,Senior,South Jersey Storm,South Jersey Storm - Turbulence
2017,11,USA,Jazz,Senior Small Jazz,Senior,Golden Motion,Golden Motion
2019,11,USA,Jazz,Senior Small Jazz,Senior,5678! Dance Studio,5678! Dance Studio - Senior All Stars
2016,12,USA,Jazz,Senior Small Jazz,Senior,Golden Motion,Golden Motion Elite
2017,12,USA,Jazz,Senior Small Jazz,Senior,Kld X-Treme All Star Cheerleaders,Kld All Stars
2019,12,USA,Jazz,Senior Small Jazz,Senior,Wildfire Dance,Wildfire Dance Studio - Ssj
2016,13,USA,Jazz,Senior Small Jazz,Senior,Pittsburgh Poison,Pittsburgh Poison - Night Shade
2017,13,USA,Jazz,Senior Small Jazz,Senior,Danzforce Academy Ca,Danzforce Academy
2019,13,USA,Jazz,Senior Small Jazz,Senior,Next Level Dance Co,Next Level Dance Co - Goddesses
2016,14,USA,Jazz,Senior Small Jazz,Senior,Cheertastic Dance And Cheerleading,Cheertastic Dance And Cheerleading - Rock Stars
2017,14,USA,Jazz,Senior Small Jazz,Senior,Starlites,Starlites
2019,14,USA,Jazz,Senior Small Jazz,Senior,Dance Precisions,Dance Precisions - Where Is My Mind
2016,15,USA,Jazz,Senior Small Jazz,Senior,Raevin Dance Factory,Raevin Dance Factory - Dance Factory Elite
2016,16,USA,Jazz,Senior Small Jazz,Senior,Adrenaline All Stars,Adrenaline All Stars - Lightning
2016,17,USA,Jazz,Senior Small Jazz,Senior,Power Of Dance Llc,The Power Of Dance - Polaris
2015,1,USA,Pom,Senior Pom,Senior,Energizers Dance Team,Energizers Dance Team Test
2015,2,USA,Pom,Senior Pom,Senior,Cheers Factory,Cheers Factory
2015,3,USA,Pom,Senior Pom,Senior,Dancer'S Edge Studio,Dancers Edge
2015,4,USA,Pom,Senior Pom,Senior,Dancin Bluebonnets,Dancin' Bluebonnets
2015,5,USA,Pom,Senior Pom,Senior,South Coast Freestyle,South Coast Freestyle
2015,6,USA,Pom,Senior Pom,Senior,Star Performance Centre,Star Performance Centre
2015,7,USA,Pom,Senior Pom,Senior,Power Of Dance Llc,"Power Of Dance, Llc - Polaris"
2015,8,USA,Pom,Senior Pom,Senior,Pace Elite,Pace Elite
2015,9,USA,Pom,Senior Pom,Senior,Xtreme Dance,Xtreme Dance
2015,10,USA,Pom,Senior Pom,Senior,Champion Legacy,Champion Legacy
2016,1,USA,Pom,Senior Large Pom,Senior,Energizers Dance Team,Energizers Dance Team
2017,1,USA,Pom,Senior Large Pom,Senior,Starz Dance Academy,Starz Dance Academy
2018,1,USA,Pom,Senior Large Pom,Senior,Champion Legacy,Champion Legacy – Large Senior Pom
2019,1,USA,Pom,Senior Large Pom,Senior,Champion Legacy,Champion Legacy - Slp
2016,2,USA,Pom,Senior Large Pom,Senior,Dancin Bluebonnets,Dancin' Bluebonnets
2017,2,USA,Pom,Senior Large Pom,Senior,Pace Elite,Pace Elite
2018,2,USA,Pom,Senior Large Pom,Senior,Star Performance Centre,Star Performance Centre – Senior Large Pom
2019,2,USA,Pom,Senior Large Pom,Senior,Energizers Dance Team,Energizers - Slp
2016,3,USA,Pom,Senior Large Pom,Senior,Dancer'S Edge Studio,Dancer'S Edge Studio
2017,3,USA,Pom,Senior Large Pom,Senior,South Coast Freestyle,South Coast Freestyle
2018,3,USA,Pom,Senior Large Pom,Senior,Silver Wings,Silver Wings Aile – Wing Dance Promotion
2019,3,USA,Pom,Senior Large Pom,Senior,Power Of Dance Llc,Power Of Dance - Warriors
2016,4,USA,Pom,Senior Large Pom,Senior,The Vision Dance Center,The Vision Dance Center
2017,4,USA,Pom,Senior Large Pom,Senior,Star Performance Centre,Star Performance Centre
2018,4,USA,Pom,Senior Large Pom,Senior,Starz Dance Academy,Starz Dance Academy – Starz Elite
2019,4,USA,Pom,Senior Large Pom,Senior,Xtreme Dance,Xtreme Dance - Slp
2016,5,USA,Pom,Senior Large Pom,Senior,Starz Dance Academy,Starz Dance Academy - Elite
2017,5,USA,Pom,Senior Large Pom,Senior,Energizers Dance Team,Energizers- Senior Pom
2018,5,USA,Pom,Senior Large Pom,Senior,South Coast Freestyle,South Coast Freestyle – Jock Jam
2019,5,USA,Pom,Senior Large Pom,Senior,Music City All Stars,Music City All Stars - Slp
2017,6,USA,Pom,Senior Large Pom,Senior,Dancin Bluebonnets,Dancin Bluebonnets
2018,6,USA,Pom,Senior Large Pom,Senior,Power Of Dance Llc,Power Of Dance – Polaris
2019,6,USA,Pom,Senior Large Pom,Senior,Star Performance Centre,Star Performance Centre - Slp
2017,7,USA,Pom,Senior Large Pom,Senior,Dancer'S Edge Studio,Dancers Edge Studio
2018,7,USA,Pom,Senior Large Pom,Senior,Dancer'S Edge Studio,Dancer’S Edge Studio – Senior Large Pom
2016,1,USA,Pom,Senior Small Pom,Senior,Cheers Factory,Cheers Factory - Departures
2017,1,USA,Pom,Senior Small Pom,Senior,Cheers Factory,Cheers Factory
